rank,candidate_id,current_title,years_experience,final_score
87133,CAND_0042511,Frontend Engineer,4.4,21.82
87134,CAND_0048367,Full Stack Developer,4.2,21.82
87135,CAND_0050182,Software Engineer,4.4,21.82
87136,CAND_0054346,Mobile Developer,3.6,21.82
87137,CAND_0077193,Cloud Engineer,4.0,21.82
87138,CAND_0077312,Mobile Developer,3.0,21.82
87139,CAND_0085024,DevOps Engineer,3.9,21.82
87140,CAND_0090038,Frontend Engineer,4.0,21.82
87141,CAND_0000022,Mechanical Engineer,1.1,21.55
87142,CAND_0000109,Mechanical Engineer,2.2,21.55
87143,CAND_0000303,Mechanical Engineer,2.3,21.55
87144,CAND_0000533,Civil Engineer,2.4,21.55
87145,CAND_0000868,Civil Engineer,2.9,21.55
87146,CAND_0001002,Civil Engineer,2.2,21.55
87147,CAND_0001324,Mechanical Engineer,2.7,21.55
87148,CAND_0001416,Civil Engineer,1.6,21.55
87149,CAND_0001532,Mechanical Engineer,1.2,21.55
87150,CAND_0001566,Mechanical Engineer,1.7,21.55
87151,CAND_0001693,Mechanical Engineer,1.6,21.55
87152,CAND_0001792,Civil Engineer,2.5,21.55
87153,CAND_0001964,Civil Engineer,2.6,21.55
87154,CAND_0002013,Mechanical Engineer,1.1,21.55
87155,CAND_0002129,Civil Engineer,1.3,21.55
87156,CAND_0002169,Mechanical Engineer,2.7,21.55
87157,CAND_0002379,Civil Engineer,1.6,21.55
87158,CAND_0002410,Mechanical Engineer,1.1,21.55
87159,CAND_0002683,Mechanical Engineer,2.7,21.55
87160,CAND_0002946,Mechanical Engineer,1.7,21.55
87161,CAND_0003249,Civil Engineer,1.4,21.55
87162,CAND_0003357,Mechanical Engineer,2.8,21.55
87163,CAND_0003901,Mechanical Engineer,2.5,21.55
87164,CAND_0004690,Mechanical Engineer,2.7,21.55
87165,CAND_0004827,Civil Engineer,1.1,21.55
87166,CAND_0004947,Mechanical Engineer,1.2,21.55
87167,CAND_0005173,Civil Engineer,1.9,21.55
87168,CAND_0005175,Civil Engineer,2.7,21.55
87169,CAND_0005578,Mechanical Engineer,1.2,21.55
87170,CAND_0005594,Mechanical Engineer,1.2,21.55
87171,CAND_0006102,Civil Engineer,1.0,21.55
87172,CAND_0006197,Mechanical Engineer,2.6,21.55
87173,CAND_0006221,Mechanical Engineer,2.7,21.55
87174,CAND_0006390,Mechanical Engineer,1.0,21.55
87175,CAND_0006647,Mechanical Engineer,2.4,21.55
87176,CAND_0006740,Mechanical Engineer,2.6,21.55
87177,CAND_0006783,Mechanical Engineer,1.1,21.55
87178,CAND_0006800,Mechanical Engineer,2.7,21.55
87179,CAND_0007024,Civil Engineer,1.1,21.55
87180,CAND_0007406,Civil Engineer,1.9,21.55
87181,CAND_0007795,Civil Engineer,1.6,21.55
87182,CAND_0008209,Mechanical Engineer,2.0,21.55
87183,CAND_0008454,Civil Engineer,1.3,21.55
87184,CAND_0008737,Mechanical Engineer,2.4,21.55
87185,CAND_0008909,Mechanical Engineer,1.4,21.55
87186,CAND_0008946,Civil Engineer,2.4,21.55
87187,CAND_0009047,Civil Engineer,2.5,21.55
87188,CAND_0009161,Civil Engineer,2.2,21.55
87189,CAND_0009506,Civil Engineer,1.5,21.55
87190,CAND_0009530,Civil Engineer,2.9,21.55
87191,CAND_0009717,Civil Engineer,1.6,21.55
87192,CAND_0009907,Mechanical Engineer,2.3,21.55
87193,CAND_0010370,Mechanical Engineer,1.9,21.55
87194,CAND_0010693,Mechanical Engineer,1.5,21.55
87195,CAND_0010862,Civil Engineer,2.9,21.55
87196,CAND_0010891,Mechanical Engineer,1.3,21.55
87197,CAND_0011167,Mechanical Engineer,2.3,21.55
87198,CAND_0011218,Mechanical Engineer,2.4,21.55
87199,CAND_0011362,Civil Engineer,2.6,21.55
87200,CAND_0012157,Mechanical Engineer,2.6,21.55
87201,CAND_0012359,Civil Engineer,2.6,21.55
87202,CAND_0012747,Mechanical Engineer,1.6,21.55
87203,CAND_0012824,Mechanical Engineer,2.8,21.55
87204,CAND_0012961,Mechanical Engineer,2.6,21.55
87205,CAND_0013054,Civil Engineer,2.5,21.55
87206,CAND_0013063,Civil Engineer,2.9,21.55
87207,CAND_0013279,Civil Engineer,1.3,21.55
87208,CAND_0013281,Mechanical Engineer,2.7,21.55
87209,CAND_0013462,Civil Engineer,2.9,21.55
87210,CAND_0014365,Civil Engineer,2.0,21.55
87211,CAND_0014622,Mechanical Engineer,1.9,21.55
87212,CAND_0014978,Mechanical Engineer,1.8,21.55
87213,CAND_0015250,Civil Engineer,1.7,21.55
87214,CAND_0015370,Mechanical Engineer,2.3,21.55
87215,CAND_0015492,Civil Engineer,1.9,21.55
87216,CAND_0016051,Civil Engineer,2.5,21.55
87217,CAND_0016052,Mechanical Engineer,1.3,21.55
87218,CAND_0016064,Mechanical Engineer,1.2,21.55
87219,CAND_0016072,Mechanical Engineer,2.9,21.55
87220,CAND_0016104,Civil Engineer,2.8,21.55
87221,CAND_0016214,Civil Engineer,1.9,21.55
87222,CAND_0016246,Mechanical Engineer,2.8,21.55
87223,CAND_0016269,Mechanical Engineer,1.8,21.55
87224,CAND_0016421,Mechanical Engineer,1.2,21.55
87225,CAND_0018069,Mechanical Engineer,2.6,21.55
87226,CAND_0018312,Civil Engineer,2.1,21.55
87227,CAND_0018353,Mechanical Engineer,2.2,21.55
87228,CAND_0018628,Mechanical Engineer,2.3,21.55
87229,CAND_0018909,Civil Engineer,2.5,21.55
87230,CAND_0019090,Civil Engineer,2.8,21.55
87231,CAND_0019158,Civil Engineer,2.0,21.55
87232,CAND_0019188,Mechanical Engineer,2.6,21.55
87233,CAND_0019401,Mechanical Engineer,2.2,21.55
87234,CAND_0019651,Mechanical Engineer,1.3,21.55
87235,CAND_0019682,Mechanical Engineer,2.2,21.55
87236,CAND_0019916,Civil Engineer,1.5,21.55
87237,CAND_0020056,Civil Engineer,1.9,21.55
87238,CAND_0020139,Civil Engineer,2.7,21.55
87239,CAND_0020399,Civil Engineer,2.9,21.55
87240,CAND_0020405,Mechanical Engineer,1.5,21.55
87241,CAND_0020423,Mechanical Engineer,1.3,21.55
87242,CAND_0020786,Mechanical Engineer,2.1,21.55
87243,CAND_0020946,Mechanical Engineer,2.5,21.55
87244,CAND_0021186,Civil Engineer,2.6,21.55
87245,CAND_0021502,Civil Engineer,2.5,21.55
87246,CAND_0021655,Mechanical Engineer,1.2,21.55
87247,CAND_0021737,Mechanical Engineer,1.4,21.55
87248,CAND_0022313,Mechanical Engineer,2.1,21.55
87249,CAND_0023006,Mechanical Engineer,1.5,21.55
87250,CAND_0023050,Mechanical Engineer,2.3,21.55
87251,CAND_0023156,Mechanical Engineer,1.7,21.55
87252,CAND_0023203,Civil Engineer,2.0,21.55
87253,CAND_0023270,Civil Engineer,2.6,21.55
87254,CAND_0023319,Mechanical Engineer,2.0,21.55
87255,CAND_0024406,Civil Engineer,1.3,21.55
87256,CAND_0024424,Mechanical Engineer,2.5,21.55
87257,CAND_0024792,Civil Engineer,1.2,21.55
87258,CAND_0025567,Civil Engineer,2.8,21.55
87259,CAND_0025699,Mechanical Engineer,1.7,21.55
87260,CAND_0025752,Mechanical Engineer,1.6,21.55
87261,CAND_0026551,Mechanical Engineer,1.4,21.55
87262,CAND_0026593,Civil Engineer,1.7,21.55
87263,CAND_0026666,Civil Engineer,1.8,21.55
87264,CAND_0027121,Mechanical Engineer,2.4,21.55
87265,CAND_0027736,Civil Engineer,2.5,21.55
87266,CAND_0027895,Mechanical Engineer,1.9,21.55
87267,CAND_0028354,Civil Engineer,1.4,21.55
87268,CAND_0028909,Mechanical Engineer,1.8,21.55
87269,CAND_0029277,Mechanical Engineer,2.6,21.55
87270,CAND_0029559,Civil Engineer,1.6,21.55
87271,CAND_0029707,Mechanical Engineer,2.6,21.55
87272,CAND_0029827,Civil Engineer,1.8,21.55
87273,CAND_0029914,Civil Engineer,2.5,21.55
87274,CAND_0030174,Mechanical Engineer,1.3,21.55
87275,CAND_0030382,Mechanical Engineer,2.8,21.55
87276,CAND_0030656,Civil Engineer,2.8,21.55
87277,CAND_0031142,Civil Engineer,2.0,21.55
87278,CAND_0031351,Mechanical Engineer,1.6,21.55
87279,CAND_0032003,Mechanical Engineer,1.9,21.55
87280,CAND_0032528,Civil Engineer,2.7,21.55
87281,CAND_0033107,Civil Engineer,1.1,21.55
87282,CAND_0033241,Civil Engineer,1.5,21.55
87283,CAND_0033745,Civil Engineer,2.5,21.55
87284,CAND_0034289,Civil Engineer,1.2,21.55
87285,CAND_0034494,Mechanical Engineer,1.2,21.55
87286,CAND_0034752,Civil Engineer,2.1,21.55
87287,CAND_0034768,Civil Engineer,2.8,21.55
87288,CAND_0035401,Mechanical Engineer,1.5,21.55
87289,CAND_0035462,Civil Engineer,1.4,21.55
87290,CAND_0035545,Civil Engineer,2.9,21.55
87291,CAND_0036157,Mechanical Engineer,1.3,21.55
87292,CAND_0036978,Civil Engineer,1.1,21.55
87293,CAND_0037082,Civil Engineer,1.7,21.55
87294,CAND_0037293,Mechanical Engineer,2.0,21.55
87295,CAND_0037360,Civil Engineer,1.8,21.55
87296,CAND_0037777,Mechanical Engineer,2.9,21.55
87297,CAND_0037778,Civil Engineer,2.7,21.55
87298,CAND_0037816,Civil Engineer,1.7,21.55
87299,CAND_0038223,Mechanical Engineer,2.9,21.55
87300,CAND_0038309,Mechanical Engineer,1.1,21.55
87301,CAND_0038530,Mechanical Engineer,1.0,21.55
87302,CAND_0038913,Civil Engineer,2.6,21.55
87303,CAND_0039261,Mechanical Engineer,1.5,21.55
87304,CAND_0039439,Mechanical Engineer,2.2,21.55
87305,CAND_0039480,Mechanical Engineer,2.8,21.55
87306,CAND_0039487,Mechanical Engineer,2.6,21.55
87307,CAND_0041120,Civil Engineer,1.9,21.55
87308,CAND_0041196,Mechanical Engineer,2.7,21.55
87309,CAND_0041243,Civil Engineer,1.0,21.55
87310,CAND_0041371,Civil Engineer,1.8,21.55
87311,CAND_0041425,Mechanical Engineer,2.3,21.55
87312,CAND_0041500,Civil Engineer,2.7,21.55
87313,CAND_0041513,Civil Engineer,2.6,21.55
87314,CAND_0042140,Civil Engineer,2.7,21.55
87315,CAND_0042218,Mechanical Engineer,2.8,21.55
87316,CAND_0042340,Civil Engineer,2.1,21.55
87317,CAND_0042478,Mechanical Engineer,2.3,21.55
87318,CAND_0042709,Mechanical Engineer,2.6,21.55
87319,CAND_0042774,Mechanical Engineer,1.7,21.55
87320,CAND_0042789,Civil Engineer,2.3,21.55
87321,CAND_0042909,Civil Engineer,2.7,21.55
87322,CAND_0043057,Mechanical Engineer,1.0,21.55
87323,CAND_0043559,Mechanical Engineer,1.7,21.55
87324,CAND_0044001,Mechanical Engineer,1.1,21.55
87325,CAND_0044439,Mechanical Engineer,2.7,21.55
87326,CAND_0044759,Civil Engineer,2.3,21.55
87327,CAND_0044910,Civil Engineer,2.7,21.55
87328,CAND_0045034,Mechanical Engineer,2.1,21.55
87329,CAND_0045761,Mechanical Engineer,2.5,21.55
87330,CAND_0045817,Mechanical Engineer,2.9,21.55
87331,CAND_0046001,Civil Engineer,1.6,21.55
87332,CAND_0046012,Mechanical Engineer,1.2,21.55
87333,CAND_0046245,Civil Engineer,2.9,21.55
87334,CAND_0046366,Mechanical Engineer,1.9,21.55
87335,CAND_0046374,Civil Engineer,2.3,21.55
87336,CAND_0046657,Mechanical Engineer,2.4,21.55
87337,CAND_0048833,Mechanical Engineer,1.9,21.55
87338,CAND_0049582,Civil Engineer,1.1,21.55
87339,CAND_0049772,Civil Engineer,2.0,21.55
87340,CAND_0050276,Mechanical Engineer,2.4,21.55
87341,CAND_0050701,Mechanical Engineer,1.6,21.55
87342,CAND_0050851,Mechanical Engineer,1.6,21.55
87343,CAND_0050917,Civil Engineer,2.8,21.55
87344,CAND_0052291,Mechanical Engineer,2.9,21.55
87345,CAND_0052513,Civil Engineer,2.2,21.55
87346,CAND_0052552,Mechanical Engineer,2.0,21.55
87347,CAND_0052738,Mechanical Engineer,1.8,21.55
87348,CAND_0052783,Civil Engineer,2.3,21.55
87349,CAND_0053017,Civil Engineer,1.1,21.55
87350,CAND_0053061,Mechanical Engineer,1.8,21.55
87351,CAND_0053249,Mechanical Engineer,2.8,21.55
87352,CAND_0053807,Civil Engineer,2.8,21.55
87353,CAND_0053861,Mechanical Engineer,1.6,21.55
87354,CAND_0054202,Civil Engineer,2.6,21.55
87355,CAND_0054317,Mechanical Engineer,2.4,21.55
87356,CAND_0054719,Mechanical Engineer,1.8,21.55
87357,CAND_0054841,Mechanical Engineer,1.5,21.55
87358,CAND_0054997,Civil Engineer,1.4,21.55
87359,CAND_0055739,Mechanical Engineer,2.7,21.55
87360,CAND_0056723,Mechanical Engineer,1.9,21.55
87361,CAND_0056816,Civil Engineer,2.8,21.55
87362,CAND_0056987,Mechanical Engineer,2.3,21.55
87363,CAND_0057704,Mechanical Engineer,1.3,21.55
87364,CAND_0058879,Civil Engineer,2.7,21.55
87365,CAND_0059082,Mechanical Engineer,1.8,21.55
87366,CAND_0059091,Civil Engineer,2.8,21.55
87367,CAND_0059173,Civil Engineer,2.4,21.55
87368,CAND_0059303,Mechanical Engineer,2.8,21.55
87369,CAND_0059439,Civil Engineer,1.6,21.55
87370,CAND_0059556,Mechanical Engineer,2.6,21.55
87371,CAND_0059809,Civil Engineer,1.5,21.55
87372,CAND_0059813,Mechanical Engineer,2.3,21.55
87373,CAND_0059963,Mechanical Engineer,2.5,21.55
87374,CAND_0060329,Mechanical Engineer,2.2,21.55
87375,CAND_0060430,Civil Engineer,2.3,21.55
87376,CAND_0060775,Mechanical Engineer,1.2,21.55
87377,CAND_0060903,Mechanical Engineer,1.0,21.55
87378,CAND_0061697,Civil Engineer,2.1,21.55
87379,CAND_0061877,Civil Engineer,2.6,21.55
87380,CAND_0062018,Civil Engineer,2.5,21.55
87381,CAND_0062396,Civil Engineer,1.7,21.55
87382,CAND_0062931,Civil Engineer,2.6,21.55
87383,CAND_0063124,Civil Engineer,2.5,21.55
87384,CAND_0063291,Civil Engineer,2.0,21.55
87385,CAND_0063571,Civil Engineer,2.7,21.55
87386,CAND_0063944,Civil Engineer,2.7,21.55
87387,CAND_0064759,Mechanical Engineer,2.6,21.55
87388,CAND_0065114,Mechanical Engineer,2.0,21.55
87389,CAND_0065246,Mechanical Engineer,1.0,21.55
87390,CAND_0065650,Mechanical Engineer,2.0,21.55
87391,CAND_0065722,Mechanical Engineer,1.9,21.55
87392,CAND_0065753,Mechanical Engineer,2.1,21.55
87393,CAND_0066280,Mechanical Engineer,2.2,21.55
87394,CAND_0066552,Civil Engineer,2.4,21.55
87395,CAND_0066603,Mechanical Engineer,2.1,21.55
87396,CAND_0066772,Mechanical Engineer,1.4,21.55
87397,CAND_0066904,Civil Engineer,1.1,21.55
87398,CAND_0067075,Mechanical Engineer,2.5,21.55
87399,CAND_0067261,Mechanical Engineer,2.2,21.55
87400,CAND_0067356,Mechanical Engineer,2.8,21.55
87401,CAND_0067503,Civil Engineer,2.9,21.55
87402,CAND_0067700,Mechanical Engineer,1.8,21.55
87403,CAND_0068068,Civil Engineer,1.9,21.55
87404,CAND_0068110,Mechanical Engineer,1.8,21.55
87405,CAND_0068431,Mechanical Engineer,2.0,21.55
87406,CAND_0068785,Civil Engineer,2.5,21.55
87407,CAND_0069136,Mechanical Engineer,2.5,21.55
87408,CAND_0069662,Mechanical Engineer,1.8,21.55
87409,CAND_0070026,Mechanical Engineer,2.0,21.55
87410,CAND_0070074,Mechanical Engineer,1.6,21.55
87411,CAND_0071794,Mechanical Engineer,1.4,21.55
87412,CAND_0071869,Mechanical Engineer,2.3,21.55
87413,CAND_0071937,Mechanical Engineer,1.6,21.55
87414,CAND_0072113,Civil Engineer,2.6,21.55
87415,CAND_0072115,Mechanical Engineer,1.4,21.55
87416,CAND_0072216,Civil Engineer,1.4,21.55
87417,CAND_0072449,Mechanical Engineer,2.6,21.55
87418,CAND_0072484,Civil Engineer,2.8,21.55
87419,CAND_0072612,Mechanical Engineer,2.8,21.55
87420,CAND_0072810,Civil Engineer,1.5,21.55
87421,CAND_0073091,Mechanical Engineer,2.3,21.55
87422,CAND_0073313,Civil Engineer,2.9,21.55
87423,CAND_0073555,Civil Engineer,2.1,21.55
87424,CAND_0073703,Mechanical Engineer,2.2,21.55
87425,CAND_0073856,Civil Engineer,2.4,21.55
87426,CAND_0074203,Mechanical Engineer,2.5,21.55
87427,CAND_0074252,Civil Engineer,1.1,21.55
87428,CAND_0074330,Civil Engineer,1.2,21.55
87429,CAND_0074799,Civil Engineer,1.9,21.55
87430,CAND_0075086,Mechanical Engineer,1.5,21.55
87431,CAND_0075160,Civil Engineer,2.7,21.55
87432,CAND_0075422,Civil Engineer,2.9,21.55
87433,CAND_0075590,Mechanical Engineer,2.8,21.55
87434,CAND_0075613,Civil Engineer,2.1,21.55
87435,CAND_0076094,Civil Engineer,1.4,21.55
87436,CAND_0076423,Civil Engineer,1.7,21.55
87437,CAND_0076468,Mechanical Engineer,2.7,21.55
87438,CAND_0077082,Civil Engineer,2.2,21.55
87439,CAND_0077266,Mechanical Engineer,1.9,21.55
87440,CAND_0077706,Civil Engineer,2.8,21.55
87441,CAND_0077808,Mechanical Engineer,1.6,21.55
87442,CAND_0078120,Civil Engineer,1.1,21.55
87443,CAND_0078361,Civil Engineer,1.1,21.55
87444,CAND_0078451,Mechanical Engineer,1.7,21.55
87445,CAND_0078767,Civil Engineer,1.5,21.55
87446,CAND_0078875,Mechanical Engineer,1.5,21.55
87447,CAND_0078939,Mechanical Engineer,1.4,21.55
87448,CAND_0078961,Civil Engineer,2.0,21.55
87449,CAND_0078965,Civil Engineer,2.8,21.55
87450,CAND_0079471,Civil Engineer,1.7,21.55
87451,CAND_0079728,Mechanical Engineer,2.2,21.55
87452,CAND_0080337,Civil Engineer,2.7,21.55
87453,CAND_0081096,Civil Engineer,2.6,21.55
87454,CAND_0081836,Civil Engineer,1.3,21.55
87455,CAND_0081907,Mechanical Engineer,1.8,21.55
87456,CAND_0082178,Mechanical Engineer,2.8,21.55
87457,CAND_0082208,Civil Engineer,1.7,21.55
87458,CAND_0082404,Mechanical Engineer,2.8,21.55
87459,CAND_0082444,Mechanical Engineer,2.8,21.55
87460,CAND_0082478,Mechanical Engineer,1.2,21.55
87461,CAND_0082839,Civil Engineer,1.4,21.55
87462,CAND_0082998,Civil Engineer,2.1,21.55
87463,CAND_0083053,Civil Engineer,2.8,21.55
87464,CAND_0083112,Civil Engineer,2.9,21.55
87465,CAND_0083158,Mechanical Engineer,1.1,21.55
87466,CAND_0083241,Mechanical Engineer,2.5,21.55
87467,CAND_0083577,Civil Engineer,2.1,21.55
87468,CAND_0083624,Mechanical Engineer,1.3,21.55
87469,CAND_0083627,Mechanical Engineer,2.5,21.55
87470,CAND_0083642,Mechanical Engineer,2.7,21.55
87471,CAND_0083906,Mechanical Engineer,2.8,21.55
87472,CAND_0083920,Civil Engineer,2.9,21.55
87473,CAND_0084064,Civil Engineer,2.7,21.55
87474,CAND_0084714,Mechanical Engineer,1.1,21.55
87475,CAND_0084727,Civil Engineer,1.0,21.55
87476,CAND_0084746,Civil Engineer,1.9,21.55
87477,CAND_0085483,Mechanical Engineer,1.2,21.55
87478,CAND_0085571,Civil Engineer,1.7,21.55
87479,CAND_0086395,Mechanical Engineer,2.4,21.55
87480,CAND_0086579,Mechanical Engineer,2.8,21.55
87481,CAND_0086717,Mechanical Engineer,1.0,21.55
87482,CAND_0087403,Civil Engineer,1.4,21.55
87483,CAND_0088204,Mechanical Engineer,2.8,21.55
87484,CAND_0088390,Civil Engineer,2.2,21.55
87485,CAND_0088483,Civil Engineer,1.3,21.55
87486,CAND_0088983,Mechanical Engineer,2.3,21.55
87487,CAND_0089315,Mechanical Engineer,1.8,21.55
87488,CAND_0089564,Mechanical Engineer,2.6,21.55
87489,CAND_0089596,Mechanical Engineer,1.6,21.55
87490,CAND_0089882,Civil Engineer,1.8,21.55
87491,CAND_0089982,Mechanical Engineer,1.8,21.55
87492,CAND_0090011,Civil Engineer,1.2,21.55
87493,CAND_0090112,Mechanical Engineer,2.6,21.55
87494,CAND_0090139,Mechanical Engineer,2.6,21.55
87495,CAND_0090190,Civil Engineer,1.5,21.55
87496,CAND_0090217,Civil Engineer,1.4,21.55
87497,CAND_0090351,Civil Engineer,1.8,21.55
87498,CAND_0090950,Mechanical Engineer,2.4,21.55
87499,CAND_0091402,Mechanical Engineer,2.7,21.55
87500,CAND_0091614,Civil Engineer,2.0,21.55
87501,CAND_0092231,Civil Engineer,2.5,21.55
87502,CAND_0092646,Mechanical Engineer,2.9,21.55
87503,CAND_0092690,Mechanical Engineer,2.6,21.55
87504,CAND_0092813,Civil Engineer,2.0,21.55
87505,CAND_0093563,Civil Engineer,1.5,21.55
87506,CAND_0093579,Mechanical Engineer,2.1,21.55
87507,CAND_0093873,Mechanical Engineer,2.9,21.55
87508,CAND_0094116,Mechanical Engineer,1.7,21.55
87509,CAND_0094171,Mechanical Engineer,2.2,21.55
87510,CAND_0094279,Civil Engineer,1.7,21.55
87511,CAND_0094657,Civil Engineer,1.3,21.55
87512,CAND_0095049,Mechanical Engineer,2.1,21.55
87513,CAND_0095489,Civil Engineer,2.2,21.55
87514,CAND_0095523,Mechanical Engineer,2.0,21.55
87515,CAND_0095748,Civil Engineer,2.2,21.55
87516,CAND_0095919,Civil Engineer,2.4,21.55
87517,CAND_0096436,Mechanical Engineer,2.7,21.55
87518,CAND_0096564,Civil Engineer,2.4,21.55
87519,CAND_0096582,Mechanical Engineer,1.8,21.55
87520,CAND_0096651,Civil Engineer,1.2,21.55
87521,CAND_0096792,Civil Engineer,1.7,21.55
87522,CAND_0096808,Civil Engineer,2.2,21.55
87523,CAND_0097751,Civil Engineer,1.1,21.55
87524,CAND_0097753,Mechanical Engineer,2.0,21.55
87525,CAND_0097818,Mechanical Engineer,2.0,21.55
87526,CAND_0097978,Mechanical Engineer,1.0,21.55
87527,CAND_0098455,Civil Engineer,2.8,21.55
87528,CAND_0098557,Mechanical Engineer,2.0,21.55
87529,CAND_0098691,Mechanical Engineer,1.7,21.55
87530,CAND_0099106,Civil Engineer,2.1,21.55
87531,CAND_0099161,Mechanical Engineer,2.0,21.55
87532,CAND_0099541,Civil Engineer,2.5,21.55
87533,CAND_0099743,Mechanical Engineer,2.7,21.55
87534,CAND_0099758,Civil Engineer,1.6,21.55
87535,CAND_0099948,Civil Engineer,2.6,21.55
87536,CAND_0007377,Sales Executive,4.2,21.54
87537,CAND_0016918,Accountant,4.2,21.54
87538,CAND_0059438,Sales Executive,4.9,21.54
87539,CAND_0089479,Accountant,4.7,21.54
87540,CAND_0097535,Project Manager,1.4,21.31
87541,CAND_0000820,Backend Engineer,2.5,21.27
87542,CAND_0003967,Data Analyst,2.3,21.27
87543,CAND_0017877,Cloud Engineer,2.0,21.27
87544,CAND_0049796,Frontend Engineer,1.6,21.27
87545,CAND_0000766,QA Engineer,2.7,21.13
87546,CAND_0001781,Mobile Developer,2.0,21.13
87547,CAND_0002099,Mobile Developer,2.6,21.13
87548,CAND_0002923,Software Engineer,1.3,21.13
87549,CAND_0003996,DevOps Engineer,2.4,21.13
87550,CAND_0004536,Software Engineer,2.3,21.13
87551,CAND_0008765,Mobile Developer,1.9,21.13
87552,CAND_0008977,Full Stack Developer,2.1,21.13
87553,CAND_0009911,Backend Engineer,2.8,21.13
87554,CAND_0013134,Java Developer,2.9,21.13
87555,CAND_0013894,QA Engineer,1.7,21.13
87556,CAND_0014811,Frontend Engineer,1.7,21.13
87557,CAND_0016436,Frontend Engineer,2.6,21.13
87558,CAND_0016700,Mobile Developer,1.8,21.13
87559,CAND_0017455,Full Stack Developer,2.1,21.13
87560,CAND_0019120,Data Engineer,2.5,21.13
87561,CAND_0022011,Full Stack Developer,2.7,21.13
87562,CAND_0025509,Mobile Developer,2.5,21.13
87563,CAND_0026091,DevOps Engineer,1.5,21.13
87564,CAND_0026287,Java Developer,1.1,21.13
87565,CAND_0026483,Analytics Engineer,2.3,21.13
87566,CAND_0028376,Cloud Engineer,2.6,21.13
87567,CAND_0029076,Software Engineer,2.6,21.13
87568,CAND_0031074,Java Developer,1.1,21.13
87569,CAND_0031288,Frontend Engineer,2.1,21.13
87570,CAND_0031924,Java Developer,1.6,21.13
87571,CAND_0032590,Software Engineer,2.2,21.13
87572,CAND_0033485,Software Engineer,2.9,21.13
87573,CAND_0034214,Full Stack Developer,2.4,21.13
87574,CAND_0034749,Cloud Engineer,2.9,21.13
87575,CAND_0038764,Full Stack Developer,2.9,21.13
87576,CAND_0038876,Full Stack Developer,1.2,21.13
87577,CAND_0039045,.NET Developer,2.0,21.13
87578,CAND_0043586,.NET Developer,2.5,21.13
87579,CAND_0043643,.NET Developer,2.1,21.13
87580,CAND_0043819,Cloud Engineer,1.7,21.13
87581,CAND_0045563,Data Engineer,2.1,21.13
87582,CAND_0045901,Software Engineer,2.5,21.13
87583,CAND_0046180,Full Stack Developer,1.1,21.13
87584,CAND_0048551,Frontend Engineer,1.5,21.13
87585,CAND_0048705,Cloud Engineer,2.5,21.13
87586,CAND_0050247,Data Engineer,2.2,21.13
87587,CAND_0051011,Mobile Developer,2.8,21.13
87588,CAND_0053074,Mobile Developer,2.9,21.13
87589,CAND_0054673,Software Engineer,2.7,21.13
87590,CAND_0055358,Full Stack Developer,1.1,21.13
87591,CAND_0057203,Full Stack Developer,1.1,21.13
87592,CAND_0057643,.NET Developer,1.2,21.13
87593,CAND_0057731,Cloud Engineer,2.8,21.13
87594,CAND_0058536,Analytics Engineer,2.6,21.13
87595,CAND_0059580,QA Engineer,1.0,21.13
87596,CAND_0063890,.NET Developer,2.1,21.13
87597,CAND_0063928,Backend Engineer,2.6,21.13
87598,CAND_0067118,DevOps Engineer,2.1,21.13
87599,CAND_0067351,DevOps Engineer,2.6,21.13
87600,CAND_0067486,Full Stack Developer,1.0,21.13
87601,CAND_0067946,Software Engineer,1.2,21.13
87602,CAND_0068468,Software Engineer,1.8,21.13
87603,CAND_0069200,Mobile Developer,1.0,21.13
87604,CAND_0069430,Cloud Engineer,2.1,21.13
87605,CAND_0071624,Software Engineer,2.6,21.13
87606,CAND_0072001,Data Analyst,2.6,21.13
87607,CAND_0073913,.NET Developer,2.1,21.13
87608,CAND_0075277,.NET Developer,2.6,21.13
87609,CAND_0076580,DevOps Engineer,2.7,21.13
87610,CAND_0076631,Software Engineer,2.2,21.13
87611,CAND_0078198,Full Stack Developer,2.1,21.13
87612,CAND_0081420,Analytics Engineer,2.2,21.13
87613,CAND_0085013,Analytics Engineer,2.1,21.13
87614,CAND_0085282,Software Engineer,2.5,21.13
87615,CAND_0089186,DevOps Engineer,2.5,21.13
87616,CAND_0089630,.NET Developer,1.1,21.13
87617,CAND_0091146,Full Stack Developer,2.4,21.13
87618,CAND_0091228,.NET Developer,1.9,21.13
87619,CAND_0091625,Java Developer,1.2,21.13
87620,CAND_0091787,Java Developer,2.5,21.13
87621,CAND_0091871,Java Developer,2.0,21.13
87622,CAND_0093250,.NET Developer,1.2,21.13
87623,CAND_0093625,Java Developer,2.2,21.13
87624,CAND_0096716,QA Engineer,1.5,21.13
87625,CAND_0098282,Mobile Developer,2.9,21.13
87626,CAND_0098443,Analytics Engineer,2.3,21.13
87627,CAND_0099886,Frontend Engineer,2.1,21.13
87628,CAND_0002998,Cloud Engineer,2.2,20.99
87629,CAND_0004253,Mobile Developer,1.6,20.99
87630,CAND_0004462,DevOps Engineer,1.9,20.99
87631,CAND_0005457,.NET Developer,2.0,20.99
87632,CAND_0005528,Cloud Engineer,2.9,20.99
87633,CAND_0007358,Mobile Developer,2.4,20.99
87634,CAND_0007549,Full Stack Developer,2.2,20.99
